$molecule
0 1
N	       51.8769035339        51.1346893311        39.5818138123
H	       51.5678558350        51.4722976685        40.4832763672
C	       53.3237686157        49.3190383911        40.4928741455
H	       53.9576034546        48.5200386047        40.1110649109
C	       52.7114753723        49.0055465698        41.6939582825
C	       52.9952697754        47.8102607727        42.3289947510
H	       53.8526840210        47.1756629944        42.1306152344
C	       52.1358299255        47.7518920898        43.3849334717
H	       51.9884910583        46.8786125183        44.0117530823
C	       51.2586555481        48.8590660095        43.3474273682
N	       51.6258163452        49.6188125610        42.2989044189
C	       50.1835441589        49.2279548645        44.2770881653
C	       48.9354438782        49.6117668152        43.8330116272
C	       47.7140312195        48.9737548828        44.1117095947
H	       47.4884376526        48.2547378540        44.8923187256
C	       46.7580032349        49.3850975037        43.2227821350
H	       45.6875419617        49.2130966187        43.1808586121
C	       47.2990455627        50.1962890625        42.2099952698
N	       48.5866317749        50.0682792664        42.5914688110
H	       49.3067855835        50.5431251526        42.0641937256
C	       46.8029365540        50.8431434631        41.1333198547
H	       45.7237510681        50.8072319031        40.9919357300
C	       47.4774856567        51.5231704712        40.0064430237
C	       46.9381713867        52.0316925049        38.7747154236
H	       45.9102630615        51.9133567810        38.4481735229
C	       47.9772453308        52.4236450195        38.0364837646
H	       47.9800300598        52.8412666321        37.0350799561
C	       49.0687446594        52.2267646790        38.7931442261
N	       48.7762031555        51.6193008423        39.9285964966
C	       50.9385604858        49.0780448914        48.6105461121
C	       49.6858749390        49.4629669189        48.1099128723
H	       48.9448509216        49.8400917053        48.8100852966
C	       49.4791488647        49.4047966003        46.7090911865
H	       48.5369186401        49.8198623657        46.3605270386
C	       50.4409980774        49.0024948120        45.7994117737
C	       51.9040832520        48.6340637207        47.7024002075
H	       52.8800086975        48.3692436218        48.1011543274
C	       51.5806045532        48.4650077820        46.3321838379
H	       52.4114456177        48.2007560730        45.6829948425
N	       51.1496429443        49.0172042847        50.0043258667
H	       51.7890663147        49.7104911804        50.3628959656
C	       50.7197380066        48.0107269287        50.7643051147
O	       50.0104942322        47.0894660950        50.3059005737
C	       50.9622306824        47.9677124023        52.2759666443
C	       50.4449119568        46.9770355225        53.0569496155
H	       50.0643005371        46.0868644714        52.5626831055
C	       50.7294158936        46.8834152222        54.4524345398
C	       51.3695449829        47.8971977234        55.0796775818
H	       51.4061965942        47.8458099365        56.1648445129
C	       51.5954666138        49.0886650085        54.3375625610
H	       51.9643898010        49.9891891479        54.8218383789
C	       51.5210647583        49.0252456665        52.9206886292
H	       51.8824844360        49.8392448425        52.2975158691
C	       50.3671302795        45.6301803589        55.1742553711
H	       49.8333053589        44.9317703247        54.5314712524
C	       50.4569168091        45.2463531494        56.4314880371
H	       50.8875617981        45.8595657349        57.2217063904
C	       50.1166152954        43.9217453003        56.9687881470
C	       50.2333374023        42.7148666382        56.1062316895
H	       50.9095077515        41.9464569092        56.4867591858
H	       50.4782447815        42.9121246338        55.0604934692
H	       49.2500419617        42.2404556274        56.0834274292
C	       49.5717811584        43.8043861389        58.1891632080
H	       49.3801803589        44.7623901367        58.6702384949
C	       49.2892646790        42.6393470764        58.8948554993
H	       49.6576271057        41.6890563965        58.5112113953
C	       48.5642356873        42.6130332947        60.0237579346
H	       48.2794342041        43.5753211975        60.4466171265
C	       48.0762100220        41.4656982422        60.7254676819
C	       47.7975883484        41.6546058655        62.1903114319
H	       46.7648239136        42.0020866394        62.2618598938
H	       47.9030723572        40.6641273499        62.6378479004
H	       48.4751930237        42.3637847900        62.6702957153
C	       47.8149070740        40.2831459045        60.1253395081
H	       47.9821891785        40.3158798218        59.0497627258
C	       47.1420440674        39.0316925049        60.5756340027
H	       46.9711418152        38.9904251099        61.6503486633
C	       46.8352088928        38.0126304626        59.7816009521
H	       46.9929962158        37.9790496826        58.7046127319
C	       46.0994529724        36.8393554688        60.3386993408
H	       45.8302268982        36.9578475952        61.3872222900
C	       45.7004699707        35.7971191406        59.6078796387
C	       46.0355758667        35.6123771667        58.1718368530
H	       47.1246757507        35.6016273499        58.0930747986
H	       45.6888771057        34.6481971741        57.7941856384
H	       45.5608749390        36.4067993164        57.5921707153
C	       44.8248405457        34.7487716675        60.2251968384
H	       44.7221603394        33.8726119995        59.5866622925
C	       44.4483108521        34.6204185486        61.5177993774
H	       44.7861557007        35.4527397156        62.1334495544
C	       43.7512702942        33.5034675598        62.2039833069
H	       43.4922142029        32.5928268433        61.6658859253
C	       43.8108863831        33.2725753784        63.4908409119
C	       44.4312858582        34.3181266785        64.4366912842
H	       43.9683990479        35.2723464966        64.1765747070
H	       44.3538475037        33.9863777161        65.4741897583
H	       45.4942283630        34.3212051392        64.1864852905
C	       43.3465576172        32.1029586792        64.2118225098
H	       43.2218055725        32.2996063232        65.2756347656
C	       42.8991546631        30.9208793640        63.7559432983
H	       42.8705635071        30.7610855103        62.6791076660
C	       42.4161338806        29.7807559967        64.6621932983
C	       42.9308547974        29.4262313843        65.8743743896
C	       43.9796104431        30.0987911224        66.6579666138
H	       44.8341026306        30.3269233704        66.0174560547
H	       43.7984580994        31.0270404816        67.2038650513
H	       44.4321098328        29.4992771149        67.4506149292
C	       42.3206558228        28.3196182251        66.7924041748
H	       41.8626480103        28.7989559174        67.6601181030
H	       43.1090469360        27.7250404358        67.2586517334
C	       41.3645896912        27.3816585541        66.0812454224
H	       40.6728134155        26.7906742096        66.6851043701
H	       41.8857498169        26.5625705719        65.5812988281
C	       40.5154800415        28.2786006927        65.1527862549
H	       39.5914192200        27.8673305511        64.7411727905
H	       40.0263481140        29.0276908875        65.7789459229
C	       41.2762069702        28.9327297211        64.0755996704
C	       41.8351783752        27.9238529205        63.0928153992
H	       42.4556503296        27.1710395813        63.5834693909
H	       41.1417045593        27.3282413483        62.4954833984
H	       42.5190086365        28.4470291138        62.4211540222
C	       40.2925491333        29.7306365967        63.2073745728
H	       40.7631797791        30.2853393555        62.3929519653
H	       39.5778312683        29.0011157990        62.8207931519
H	       39.8412361145        30.5379562378        63.7878990173
$end

